Departure ICAO,Departure Time,Arrival ICAO,Arrival Time,Duration
LEBL,13:50z,DAAG,15:05z,1:15
LEBL,17:35z,DAAG,18:50z,1:15
LEBL,19:20z,DAAG,20:35z,1:15
LEBL,20:20z,DAAG,21:35z,1:15
DAAG,15:55z,LEBL,17:15z,1:20
DAAG,22:35z,LEBL,23:50z,1:15
DAAG,19:40z,LEBL,21:00z,1:20
DAAG,21:39z,LEBL,22:59z,1:20
DAAG,17:00z,LEBL,18:20z,1:20
LEBL,07:00z,DAAG,08:15z,1:15
LEBL,11:40z,DAAG,12:55z,1:15
LEBL,12:50z,DAAG,14:05z,1:15
DAAG,09:05z,LEBL,10:30z,1:25
DAAG,13:45z,LEBL,15:05z,1:20
DAAG,15:00z,LEBL,16:20z,1:20
LEBL,06:20z,DAOO,07:55z,1:35
LEBL,18:00z,DAOO,19:25z,1:25
DAOO,20:25z,LEBL,21:50z,1:25
DAOO,08:45z,LEBL,10:15z,1:30
LEBL,14:50z,GBYD,20:10z,5:20
GBYD,21:15z,LEBL,02:05z,4:50
LEBL,11:45z,EFRO,16:30z,4:45
LEBL,11:15z,EFRO,16:00z,4:45
EFRO,17:25z,LEBL,22:15z,4:50
EFRO,16:55z,LEBL,21:45z,4:50
LEBL,11:30z,LDDU,13:45z,2:15
LDDU,14:25z,LEBL,16:55z,2:30
LEBL,06:00z,EGKK,08:30z,2:30
LEBL,05:20z,EGKK,07:50z,2:30
EGKK,09:10z,LEBL,11:20z,2:10
EGKK,08:30z,LEBL,10:40z,2:10
LEBL,14:20z,EGKK,16:40z,2:20
EGKK,06:45z,LEBL,08:50z,2:05
LEBL,11:00z,EGKK,13:20z,2:20
LEBL,17:05z,EGKK,19:25z,2:20
LEBL,11:30z,EGKK,13:50z,2:20
EGKK,14:35z,LEBL,16:40z,2:05
EGKK,14:05z,LEBL,16:10z,2:05
EGKK,20:50z,LEBL,22:55z,2:05
LEBL,18:35z,EGKK,20:55z,2:20
LEBL,13:25z,EGKK,15:45z,2:20
LEBL,17:50z,EGKK,20:10z,2:20
EGKK,21:40z,LEBL,23:45z,2:05
EGKK,16:25z,LEBL,18:30z,2:05
EGKK,21:05z,LEBL,23:10z,2:05
LEBL,06:40z,EGKK,09:10z,2:30
LEBL,05:50z,EGKK,08:20z,2:30
EGKK,09:00z,LEBL,11:10z,2:10
EGKK,09:50z,LEBL,12:00z,2:10
LEBL,14:50z,EGKK,17:10z,2:20
LEBL,06:55z,EGKK,09:25z,2:30
LEBL,09:50z,EGKK,12:10z,2:20
LEBL,13:55z,EGKK,16:15z,2:20
EGKK,17:50z,LEBL,19:55z,2:05
EGKK,07:00z,LEBL,09:05z,2:05
EGKK,10:10z,LEBL,12:20z,2:10
EGKK,16:55z,LEBL,19:00z,2:05
LEBL,10:05z,EGKK,12:25z,2:20
EGKK,13:10z,LEBL,15:15z,2:05
LEBL,12:20z,EGKK,14:40z,2:20
LEBL,13:00z,EGKK,15:20z,2:20
EGKK,16:10z,LEBL,18:15z,2:05
EGKK,15:20z,LEBL,17:25z,2:05
LEBL,16:25z,EGKK,18:45z,2:20
LEBL,16:55z,EGKK,19:15z,2:20
EGKK,20:05z,LEBL,22:10z,2:05
EGKK,19:30z,LEBL,21:35z,2:05
LEBL,20:15z,EGKK,22:35z,2:20
LEBL,18:40z,EGKK,21:00z,2:20
EGKK,21:45z,LEBL,23:50z,2:05
EGKK,17:25z,LEBL,19:30z,2:05
LEBL,21:00z,EGKK,23:20z,2:20
LEBL,19:40z,EGKK,22:00z,2:20
EGKK,17:20z,LEBL,19:25z,2:05
EGKK,16:05z,LEBL,18:10z,2:05
EGKK,14:00z,LEBL,16:05z,2:05
LEBL,14:10z,EGPH,17:05z,2:55
LEBL,04:15z,EGPH,07:10z,2:55
EGPH,08:15z,LEBL,11:00z,2:45
EGPH,17:45z,LEBL,20:30z,2:45
LEBL,11:50z,LTFM,15:25z,3:35
LTFM,16:20z,LEBL,20:00z,3:40
LEBL,06:45z,LTFM,10:20z,3:35
LEBL,06:10z,LTFM,09:45z,3:35
LTFM,11:15z,LEBL,14:55z,3:40
LTFM,10:40z,LEBL,14:20z,3:40
GOBD,20:35z,LEBL,01:15z,4:40
LEBL,16:35z,HECA,20:45z,4:10
HECA,21:45z,LEBL,02:20z,4:35
LEBL,06:50z,LFPO,08:45z,1:55
LFPO,09:30z,LEBL,11:10z,1:40
LEBL,09:50z,LFPO,11:45z,1:55
LFPO,12:25z,LEBL,14:05z,1:40
LEBL,08:05z,LFPO,10:00z,1:55
LFPO,05:40z,LEBL,07:20z,1:40
LEBL,13:05z,LFPO,14:55z,1:50
LFPO,10:40z,LEBL,12:20z,1:40
LEBL,19:45z,LFPO,21:35z,1:50
LFPO,16:25z,LEBL,18:05z,1:40
LFPO,15:55z,LEBL,17:35z,1:40
LEBL,14:30z,LFPO,16:20z,1:50
LEBL,13:55z,LFPO,15:45z,1:50
LFPO,12:05z,LEBL,13:45z,1:40
LFPO,11:30z,LEBL,13:10z,1:40
LEBL,11:35z,LFPO,13:30z,1:55
LFPO,14:15z,LEBL,15:55z,1:40
LEBL,18:20z,LFPO,20:10z,1:50
LFPO,20:55z,LEBL,22:35z,1:40
LEBL,04:50z,LFPO,06:40z,1:50
LFPO,07:20z,LEBL,09:00z,1:40
LEBL,19:05z,LFPO,20:55z,1:50
LFPO,15:00z,LEBL,16:40z,1:40
LEBB,17:55z,LFPO,19:30z,1:35
LEBB,10:00z,LFPO,11:40z,1:40
LEBB,19:15z,LFPO,20:50z,1:35
LEBB,19:45z,LFPO,21:20z,1:35
LEBB,14:15z,LFPO,15:50z,1:35
LFPO,12:05z,LEBB,13:35z,1:30
LFPO,17:05z,LEBB,18:35z,1:30
LFPO,20:10z,LEBB,21:40z,1:30
LFPO,17:35z,LEBB,19:05z,1:30
LEBL,06:20z,LGAV,09:20z,3:00
LGAV,10:05z,LEBL,13:15z,3:10
LEBL,16:20z,LGAV,19:15z,2:55
LGAV,19:25z,LEBL,22:45z,3:20
LGAV,19:55z,LEBL,23:15z,3:20
LFPO,05:45z,EGNT,07:20z,1:35
LEVC,08:35z,LFPO,10:40z,2:05
LFPO,06:00z,LEVC,07:55z,1:55
LEVC,13:50z,LFPO,15:55z,2:05
LEVC,05:55z,LFPO,07:55z,2:00
LEVC,11:50z,LFPO,13:55z,2:05
LFPO,08:35z,LEVC,10:30z,1:55
LFPO,14:35z,LEVC,16:30z,1:55
LFPO,11:15z,LEVC,13:10z,1:55
LEVC,19:20z,LFPO,21:25z,2:05
LFPO,16:50z,LEVC,18:45z,1:55
LFPO,09:25z,LEMG,11:50z,2:25
LFPO,05:40z,LEMG,08:15z,2:35
LEMG,06:10z,LFPO,08:45z,2:35
LEMG,08:55z,LFPO,11:30z,2:35
LFPO,15:10z,LEMG,17:40z,2:30
LEMG,18:35z,LFPO,21:10z,2:35
LFPO,19:55z,LEMG,22:20z,2:25
LEMG,16:40z,LFPO,19:15z,2:35
LFPO,15:50z,LEMD,17:50z,2:00
LEMD,18:30z,LFPO,20:35z,2:05
LEST,12:35z,LFPO,14:35z,2:00
LEST,17:00z,LFPO,19:00z,2:00
LFPO,19:45z,LEST,21:45z,2:00
LFPO,15:15z,LEST,17:15z,2:00
LEBL,18:20z,LFPG,20:20z,2:00
LFPG,21:05z,LEBL,22:55z,1:50
LEBL,06:00z,LFPG,08:10z,2:10
LFPG,08:50z,LEBL,10:40z,1:50
LEBL,11:40z,LFPG,13:40z,2:00
LFPG,14:25z,LEBL,16:10z,1:45
LEBL,17:10z,LFPG,19:10z,2:00
LEBL,13:45z,LFPG,15:40z,1:55
LFPG,16:45z,LEBL,18:35z,1:50
LFPG,19:55z,LEBL,21:45z,1:50
LEBL,06:10z,EHAM,08:45z,2:35
EHAM,09:25z,LEBL,11:40z,2:15
LEBL,12:25z,EHAM,15:00z,2:35
EHAM,12:20z,LEBL,14:35z,2:15
LEBL,10:40z,EHAM,13:15z,2:35
EHAM,14:00z,LEBL,16:10z,2:10
LEBL,14:40z,EHAM,17:10z,2:30
EHAM,17:45z,LEBL,20:00z,2:15
EHAM,06:00z,LEBL,08:20z,2:20
EHAM,15:40z,LEBL,17:55z,2:15
LEBL,18:35z,EHAM,21:05z,2:30
LEBL,17:25z,EHAM,19:55z,2:30
EHAM,20:40z,LEBL,22:55z,2:15
LEBL,07:40z,EHAM,10:15z,2:35
EHAM,10:55z,LEBL,13:10z,2:15
LFPO,05:40z,LEAL,07:45z,2:05
LFPO,10:15z,LEAL,12:20z,2:05
LEAL,07:20z,LFPO,09:35z,2:15
LEAL,08:20z,LFPO,10:35z,2:15
LFPO,16:20z,LEAL,18:25z,2:05
LFPO,20:20z,LEAL,22:25z,2:05
LEAL,19:00z,LFPO,21:15z,2:15
LEAL,13:05z,LFPO,15:20z,2:15
LEAL,17:25z,LFPO,19:40z,2:15
EHAM,20:55z,LEVC,23:20z,2:25
LEVC,17:35z,EHAM,20:15z,2:40
EHAM,09:00z,LEVC,11:25z,2:25
LEVC,05:35z,EHAM,08:20z,2:45
EHAM,10:40z,LEMG,13:50z,3:10
LEMG,06:50z,EHAM,10:00z,3:10
EHAM,18:40z,LEMG,21:45z,3:05
LEMG,14:40z,EHAM,17:55z,3:15
EHAM,15:50z,LEAS,18:10z,2:20
LEAS,18:45z,EHAM,21:05z,2:20
LEBL,07:00z,LYTV,09:25z,2:25
LYTV,10:15z,LEBL,12:50z,2:35
EHAM,06:15z,GCRR,10:40z,4:25
GCRR,11:25z,EHAM,15:45z,4:20
EHAM,06:15z,GCTS,11:05z,4:50
GCTS,11:40z,EHAM,16:30z,4:50
LEBL,06:20z,LPPT,08:30z,2:10
LPPT,09:05z,LEBL,11:05z,2:00
LEBL,11:15z,LPPT,13:20z,2:05
LPPT,14:00z,LEBL,16:00z,2:00
LEBL,18:20z,LPPT,20:25z,2:05
LPPT,21:05z,LEBL,22:59z,1:54
LEBL,14:50z,LPPT,16:55z,2:05
LPPT,17:40z,LEBL,19:35z,1:55
LEAL,17:35z,EGKK,20:15z,2:40
EGKK,21:05z,LEAL,23:35z,2:30
LEAL,16:10z,EGKK,18:50z,2:40
LEAL,12:00z,EGKK,14:40z,2:40
LEAL,09:40z,EGKK,12:20z,2:40
EGKK,19:30z,LEAL,22:00z,2:30
EGKK,15:20z,LEAL,17:50z,2:30
EGKK,13:00z,LEAL,15:30z,2:30
LEVC,16:35z,EGKK,19:00z,2:25
LEVC,12:15z,EGKK,14:40z,2:25
LEVC,06:05z,EGKK,08:30z,2:25
EGKK,09:10z,LEVC,11:25z,2:15
EGKK,15:20z,LEVC,17:40z,2:20
EGKK,19:40z,LEVC,21:55z,2:15
LEBL,06:10z,LPPR,08:10z,2:00
LPPR,08:45z,LEBL,10:35z,1:50
LEBL,12:00z,LPPR,13:55z,1:55
LPPR,14:35z,LEBL,16:20z,1:45
LEBL,19:25z,LPPR,21:15z,1:50
LPPR,21:55z,LEBL,23:35z,1:40
LEBL,07:35z,LPPR,09:35z,2:00
LPPR,10:15z,LEBL,12:05z,1:50
LEBB,06:30z,GMMX,08:50z,2:20
LEBB,10:50z,GMMX,13:10z,2:20
GMMX,13:50z,LEBB,16:20z,2:30
GMMX,09:30z,LEBB,12:00z,2:30
LFPO,05:30z,HECA,10:10z,4:40
HECA,11:10z,LFPO,16:10z,5:00
LEBL,06:50z,GMAD,09:30z,2:40
GMAD,10:20z,LEBL,13:05z,2:45
LEBL,12:05z,ENGM,15:40z,3:35
LEBL,10:05z,ENGM,13:40z,3:35
ENGM,14:20z,LEBL,17:50z,3:30
ENGM,16:40z,LEBL,20:10z,3:30
LEBL,11:10z,ENTC,16:10z,5:00
ENTC,17:05z,LEBL,22:00z,4:55
LFPO,05:10z,ESPA,08:40z,3:30
ESPA,09:35z,LFPO,13:10z,3:35
LFPO,11:50z,EFIV,15:50z,4:00
EFIV,16:50z,LFPO,20:55z,4:05
LFPO,05:50z,EIDW,07:45z,1:55
LFPO,16:55z,EIDW,18:50z,1:55
LFPO,10:35z,EIDW,12:30z,1:55
EIDW,19:30z,LFPO,21:25z,1:55
EIDW,13:10z,LFPO,15:05z,1:55
EIDW,08:25z,LFPO,10:20z,1:55
LEBL,07:35z,LATI,10:05z,2:30
LEBL,08:50z,LATI,11:20z,2:30
LATI,10:55z,LEBL,13:35z,2:40
LATI,12:10z,LEBL,14:50z,2:40
LFPO,08:50z,HEAX,13:15z,4:25
HEAX,14:15z,LFPO,18:50z,4:35
LEAS,19:00z,LFPO,20:45z,1:45
LEAS,13:05z,LFPO,14:45z,1:40
LEAS,09:00z,LFPO,10:40z,1:40
LFPO,16:40z,LEAS,18:25z,1:45
LFPO,06:10z,LEAS,07:55z,1:45
LFPO,10:40z,LEAS,12:25z,1:45
GMMX,10:00z,LFPO,13:25z,3:25
GMMX,16:20z,LFPO,19:35z,3:15
GMMN,11:20z,GMMX,11:58z,0:38
LFPO,05:30z,GMMX,08:55z,3:25
LFPO,12:15z,GMMX,15:40z,3:25
LFPO,06:00z,GMMX,09:25z,3:25
LEBL,06:40z,LKPR,09:10z,2:30
LKPR,09:55z,LEBL,12:20z,2:25
LEBL,17:05z,LKPR,19:30z,2:25
LKPR,20:10z,LEBL,22:40z,2:30
LEBL,15:35z,LJLJ,17:40z,2:05
RJAA,00:01z,RKSI,02:35z,2:34
RKSI,09:40z,RJAA,12:00z,2:20
RJBB,10:25z,RKSI,12:30z,2:05
RKSI,07:05z,RJBB,09:05z,2:00
RJBB,00:01z,RKSI,01:50z,1:49
RKSI,10:05z,RJBB,11:55z,1:50
RJGG,02:05z,RKSI,04:10z,2:05
RKSI,23:10z,RJGG,01:05z,1:55
RJGG,09:20z,RKSI,11:30z,2:10
RKSI,06:35z,RJGG,08:20z,1:45
RJSS,03:45z,RKSI,06:15z,2:30
RKSI,00:35z,RJSS,02:45z,2:10
RJFM,03:30z,RKSI,05:10z,1:40
RKSI,00:40z,RJFM,02:20z,1:40
RJCC,08:30z,RKSI,11:55z,3:25
RKSI,04:10z,RJCC,07:00z,2:50
RJTT,16:30z,RKSI,19:10z,2:40
RKSI,12:30z,RJTT,14:25z,1:55
RKSI,00:05z,ZYCC,02:30z,2:25
ZYCC,03:35z,RKSI,05:30z,1:55
RKSI,12:05z,ZGHA,15:35z,3:30
ZGHA,17:00z,RKSI,19:55z,2:55
RKSI,23:55z,ZBTJ,01:55z,2:00
ZBTJ,02:55z,RKSI,04:45z,1:50
RKSI,23:20z,ZBAA,01:45z,2:25
ZBAA,02:50z,RKSI,04:50z,2:00
RKSI,03:20z,ZBAA,06:10z,2:50
RKSI,03:50z,ZBAA,06:10z,2:20
ZBAA,07:35z,RKSI,09:35z,2:00
RKSI,06:00z,ZBAA,08:25z,2:25
ZBAA,09:30z,RKSI,11:30z,2:00
RKSI,00:20z,ZSYN,02:20z,2:00
ZSYN,03:20z,RKSI,05:05z,1:45
RKSI,03:20z,ZYHB,05:35z,2:15
ZYHB,06:40z,RKSI,09:10z,2:30
RKSI,01:10z,ZLXY,04:25z,3:15
ZLXY,05:25z,RKSI,08:10z,2:45
RKSI,03:00z,ZSNJ,05:50z,2:50
RKSI,03:30z,ZSNJ,05:50z,2:20
ZSNJ,06:50z,RKSI,09:10z,2:20
RKSI,01:50z,ZSPD,03:55z,2:05
ZSPD,05:10z,RKSI,07:00z,1:50
RKSI,05:10z,ZSPD,07:10z,2:00
ZSPD,08:25z,RKSI,10:20z,1:55
RKSI,11:00z,ZSPD,13:05z,2:05
ZSPD,00:25z,RKSI,02:20z,1:55
RKSI,00:55z,ZGSZ,05:00z,4:05
ZGSZ,06:05z,RKSI,09:20z,3:15
RKSI,11:45z,ZMCK,15:30z,3:45
ZMCK,16:25z,RKSI,19:35z,3:10
RKSI,12:30z,RPLC,16:30z,4:00
RPLC,17:35z,RKSI,21:40z,4:05
RKSI,12:10z,RPVM,16:45z,4:35
RKSI,23:40z,ZBAA,01:23z,1:43
RPVM,17:50z,RKSI,22:10z,4:20
RKSI,00:01z,VHHH,04:00z,3:59
VHHH,05:10z,RKSI,08:30z,3:20
RKSI,22:30z,VVTS,04:00z,5:30
VVTS,05:10z,RKSI,10:20z,5:10
RKSI,10:25z,VVTS,15:50z,5:25
VVTS,17:10z,RKSI,21:55z,4:45
RKSI,10:35z,VDTI,16:20z,5:45
VDTI,17:30z,RKSI,22:30z,5:00
RKSI,22:10z,VTBS,04:15z,6:05
VTBS,05:20z,RKSI,10:40z,5:20
RKSI,09:45z,VVDN,14:45z,5:00
VVDN,16:00z,RKSI,20:40z,4:40
RJTT,11:05z,RKSS,13:35z,2:30
RKSS,06:50z,RJTT,08:50z,2:00
RJTT,23:40z,RKSS,02:15z,2:35
RKSS,10:35z,RJTT,12:45z,2:10
RJTT,03:05z,RKSS,05:40z,2:35
RKSS,23:40z,RJTT,01:45z,2:05
RJBB,11:20z,RKSS,13:25z,2:05
RKSS,08:20z,RJBB,10:00z,1:40
RKSS,23:50z,ZBAA,01:45z,1:55
ZBAA,02:55z,RKSS,05:10z,2:15
RKSS,23:35z,ZSSS,01:45z,2:10
ZSSS,02:55z,RKSS,05:00z,2:05
RKPC,22:35z,RKTN,23:40z,1:05
RKPC,22:00z,RKTN,23:05z,1:05
RKTN,00:15z,RKPC,01:20z,1:05
RKTN,23:40z,RKPC,00:45z,1:05
RKPC,05:30z,RKTN,06:35z,1:05
RKTN,07:10z,RKPC,08:15z,1:05
RKPC,00:01z,RKJJ,00:55z,0:54
RKJJ,01:30z,RKPC,02:25z,0:55
RKPC,01:20z,RKJJ,02:15z,0:55
RKPC,02:35z,RKJJ,03:30z,0:55
RKJJ,02:50z,RKPC,03:45z,0:55
RKJJ,04:05z,RKPC,05:00z,0:55
RKPC,08:05z,RKJJ,08:55z,0:50
RKJJ,09:30z,RKPC,10:25z,0:55
RKPC,01:30z,RKJY,02:20z,0:50
RKJY,03:00z,RKPC,03:55z,0:55
RKPC,06:35z,RKJY,07:25z,0:50
RKJY,08:00z,RKPC,08:50z,0:50
RKPC,23:10z,RKTU,00:20z,1:10
RKTU,01:00z,RKPC,02:10z,1:10
RKPC,03:00z,RKTU,04:10z,1:10
RKTU,04:50z,RKPC,06:00z,1:10
RKPC,09:00z,RKTU,10:10z,1:10
RKTU,10:50z,RKPC,12:00z,1:10
RKSS,01:45z,RKJJ,02:45z,1:00
RKJJ,03:20z,RKSS,04:20z,1:00
RKSS,06:45z,RKJJ,07:45z,1:00
RKJJ,08:20z,RKSS,09:20z,1:00
RKSS,22:40z,RKJY,23:40z,1:00
RKSS,22:10z,RKJY,23:10z,1:00
RKJY,00:15z,RKSS,01:15z,1:00
RKJY,23:45z,RKSS,00:45z,1:00
RKSS,07:55z,RKJY,08:55z,1:00
RKJY,09:30z,RKSS,10:30z,1:00
RKPC,21:45z,RKSS,23:00z,1:15
RKSS,21:15z,RKPC,22:30z,1:15
RKSS,22:00z,RKPC,23:15z,1:15
RKSS,23:40z,RKPC,00:55z,1:15
RKPC,21:10z,RKSS,22:25z,1:15
RKSS,21:20z,RKPC,22:35z,1:15
RKSS,01:50z,RKPC,03:05z,1:15
RKPC,04:35z,RKSS,05:50z,1:15
RKPC,04:50z,RKSS,06:05z,1:15
RKSS,03:25z,RKPC,04:40z,1:15
RKPC,05:45z,RKSS,07:00z,1:15
RKSS,06:10z,RKPC,07:25z,1:15
RKPC,07:20z,RKSS,08:35z,1:15
RKSS,05:35z,RKPC,06:50z,1:15
RKPC,08:10z,RKSS,09:25z,1:15
RKSS,06:20z,RKPC,07:35z,1:15
RKPC,09:25z,RKSS,10:40z,1:15
RKPC,21:15z,RKSS,22:30z,1:15
RKPC,10:10z,RKSS,11:25z,1:15
RKPC,11:40z,RKSS,12:55z,1:15
RKSS,11:20z,RKPC,12:35z,1:15
RKSS,11:25z,RKPC,12:40z,1:15
RKSS,09:55z,RKPC,11:10z,1:15
RKSS,12:00z,RKPC,13:15z,1:15
RKPC,12:10z,RKSS,13:25z,1:15
RJAA,02:25z,RKPK,04:55z,2:30
RKPK,23:20z,RJAA,01:25z,2:05
RJBB,09:50z,RKPK,11:30z,1:40
RKPK,07:30z,RJBB,08:55z,1:25
RJBB,02:00z,RKPK,04:00z,2:00
RKPK,23:30z,RJBB,01:05z,1:35
RJBB,05:00z,RKPK,06:40z,1:40
RKPK,02:25z,RJBB,03:55z,1:30
RJGG,04:50z,RKPK,06:35z,1:45
RKPK,02:05z,RJGG,03:35z,1:30
RJOM,09:35z,RKPK,10:50z,1:15
RKPK,07:35z,RJOM,08:40z,1:05
RJFF,02:55z,RKPK,04:00z,1:05
RKPK,01:00z,RJFF,01:55z,0:55
RJFF,10:55z,RKPK,12:00z,1:05
RKPK,09:05z,RJFF,09:55z,0:50
RJFF,07:00z,RKPK,08:05z,1:05
RKPK,05:00z,RJFF,06:00z,1:00
RJFF,00:25z,RKPK,01:25z,1:00
RKPK,22:30z,RJFF,23:30z,1:00
RJFF,01:00z,RKSI,02:45z,1:45
RKSI,01:02z,RKPK,01:45z,0:43
RKSI,22:15z,RJFF,23:55z,1:40
RJFF,04:55z,RKSI,06:30z,1:35
RKSI,02:15z,RJFF,03:55z,1:40
RJAA,02:10z,RKSI,05:00z,2:50
RKSI,22:35z,RJAA,01:10z,2:35
RJAA,10:05z,RKSI,13:05z,3:00
RKSI,06:35z,RJAA,09:10z,2:35
RJBB,03:00z,RKSI,05:05z,2:05
RKSI,00:10z,RJBB,02:00z,1:50
RJBB,06:40z,RKSI,09:10z,2:30
RJBB,07:20z,RKSI,09:30z,2:10
RKSI,04:20z,RJBB,06:20z,2:00
RKSI,03:40z,RJBB,05:40z,2:00
RJBB,09:10z,RKSI,11:45z,2:35
RKSI,06:05z,RJBB,08:10z,2:05
RJCC,03:30z,RKPK,06:25z,2:55
RKPK,23:50z,RJCC,02:30z,2:40
RKPK,00:05z,RJCC,02:30z,2:25
RKPK,01:30z,ZSQD,03:35z,2:05
ZSQD,04:35z,RKPK,06:35z,2:00
RKPK,00:20z,ZGDY,03:55z,3:35
ZGDY,04:55z,RKPK,08:00z,3:05
RKPK,12:55z,VMMC,16:55z,4:00
VMMC,17:55z,RKPK,21:20z,3:25
RKPK,08:05z,WADD,14:55z,6:50
WADD,16:05z,RKPK,23:30z,7:25
PGUM,17:30z,RKPK,21:55z,4:25
RKPK,12:30z,PGUM,16:30z,4:00
PGUM,16:40z,RKPK,21:25z,4:45
RKPK,10:50z,PGUM,15:20z,4:30
RKPK,12:10z,RPVM,16:35z,4:25
RPVM,17:30z,RKPK,22:00z,4:30
RKPK,09:00z,VTBS,14:55z,5:55
VTBS,15:55z,RKPK,21:20z,5:25
RKSI,07:50z,VTBS,14:20z,6:30
VTBS,15:20z,RKSI,21:05z,5:45
RKSI,10:30z,VLVT,15:40z,5:10
RKSI,10:00z,VLVT,15:40z,5:40
VLVT,16:50z,RKSI,21:55z,5:05
RKPK,12:10z,VLVT,17:35z,5:25
VLVT,18:35z,RKPK,22:50z,4:15
RKPK,10:05z,WBKK,15:05z,5:00
WBKK,16:15z,RKPK,21:30z,5:15
RKPK,11:50z,VVDN,16:50z,5:00
VVDN,17:45z,RKPK,22:05z,4:20
RKPK,10:30z,VVCR,15:40z,5:10
VVCR,16:40z,RKPK,21:20z,4:40
RKPK,06:00z,RCTP,08:40z,2:40
RCTP,09:40z,RKPK,12:00z,2:20
RKPK,09:20z,RKSS,10:25z,1:05
RKPK,01:50z,RCTP,04:25z,2:35
RKPK,02:25z,RCTP,04:25z,2:00
RCTP,05:25z,RKPK,08:00z,2:35
RKPK,03:00z,RCKH,06:00z,3:00
RCKH,07:00z,RKPK,09:25z,2:25
RKPK,13:00z,ZGKL,16:50z,3:50
ZGKL,18:00z,RKPK,21:45z,3:45
RKPK,00:05z,RPVM,04:25z,4:20
RPVM,05:20z,RKPK,09:40z,4:20
RKSI,12:35z,RPSP,17:35z,5:00
RPSP,18:35z,RKSI,23:20z,4:45
RKPK,13:05z,RPVM,17:25z,4:20
RPVM,18:20z,RKPK,22:50z,4:30
RKPK,12:55z,VVDN,18:00z,5:05
VVDN,19:00z,RKPK,22:55z,3:55
RKPK,01:15z,RCKH,03:41z,2:26
RCKH,05:02z,RKPK,07:09z,2:07
RKPC,07:15z,RKSS,08:30z,1:15
RKPC,10:20z,RKSS,11:40z,1:20
RKSS,22:10z,RKPC,23:30z,1:20
RKPC,12:15z,RKSS,13:35z,1:20
RKSS,09:05z,RKPC,10:20z,1:15
RKSS,08:40z,RKPC,09:55z,1:15
RKPC,11:40z,RKSS,13:00z,1:20
RKPC,11:00z,RKSS,12:20z,1:20
RKSS,23:40z,RKPC,01:00z,1:20
RKSS,22:20z,RKPC,23:35z,1:15
RKPC,00:10z,RKSS,01:30z,1:20
RKPC,04:20z,RKSS,05:40z,1:20
RKSS,02:15z,RKPC,03:35z,1:20
RKPC,23:30z,RKPK,00:30z,1:00
RKPK,21:50z,RKPC,22:55z,1:05
RKPC,00:30z,RKPK,01:30z,1:00
RKPC,01:40z,RKPK,02:40z,1:00
RKPK,21:45z,RKPC,23:05z,1:20
RKPC,23:45z,RKPK,01:00z,1:15
RKPC,00:10z,RKPK,01:20z,1:10
RKPK,22:30z,RKPC,23:35z,1:05
RKPC,05:35z,RKPK,06:35z,1:00
RKPK,03:30z,RKPC,04:30z,1:00
RKPC,06:45z,RKPK,07:50z,1:05
RKPK,04:55z,RKPC,05:55z,1:00
RKPC,10:40z,RKPK,11:45z,1:05
RKPK,05:30z,RKPC,06:40z,1:10
RKPC,09:05z,RKPK,10:05z,1:00
RKPK,07:20z,RKPC,08:25z,1:05
RKPC,11:00z,RKPK,12:05z,1:05
RKPK,10:30z,RKPC,11:40z,1:10
RKPC,08:05z,RKPK,09:10z,1:05
RKPK,22:50z,RKPC,23:55z,1:05
RKPC,10:05z,RKPK,11:05z,1:00
RKPK,08:30z,RKPC,09:30z,1:00
RKPK,00:01z,RKPC,01:05z,1:04
RKPC,09:45z,RKPK,10:45z,1:00
RKPK,08:35z,RKPC,09:35z,1:00
RKPK,08:00z,RKPC,09:10z,1:10
RKPC,08:40z,RKPK,09:40z,1:00
RKPK,07:00z,RKPC,08:00z,1:00
RKPC,03:55z,RKPK,05:00z,1:05
RKPK,02:10z,RKPC,03:15z,1:05
RKPC,00:35z,RKPU,01:45z,1:10
RKPU,02:25z,RKPC,03:30z,1:05
RKPC,04:30z,RKPU,05:40z,1:10
RKPU,06:15z,RKPC,07:20z,1:05
RKPC,07:55z,RKPU,09:10z,1:15
RKPU,09:50z,RKPC,11:00z,1:10
RKPK,22:20z,RKSS,23:25z,1:05
RKSS,22:20z,RKPK,23:35z,1:15
RKPK,00:01z,RKSS,01:05z,1:04
RKSS,23:05z,RKPK,00:10z,1:05
RKPK,01:40z,RKSS,02:45z,1:05
RKSS,00:01z,RKPK,01:05z,1:04
RKSS,01:40z,RKPK,02:45z,1:05
RKSS,03:30z,RKPK,04:35z,1:05
RKPK,03:30z,RKSS,04:35z,1:05
RKSS,05:10z,RKPK,06:15z,1:05
RKPK,05:40z,RKSS,06:50z,1:10
RKSS,06:20z,RKPK,07:25z,1:05
RKPK,07:00z,RKSS,08:05z,1:05
RKSS,07:40z,RKPK,08:45z,1:05
RKPK,08:05z,RKSS,09:10z,1:05
RKSS,09:40z,RKPK,10:45z,1:05
RKPK,10:30z,RKSS,11:35z,1:05
RKPK,11:30z,RKSS,12:35z,1:05
RKSS,11:00z,RKPK,12:10z,1:10
CYVR,13:30z,CYYZ,18:05z,4:35
CYYZ,11:15z,CYVR,16:32z,5:17
CYVR,15:35z,CYYZ,20:10z,4:35
CYYZ,12:00z,CYVR,17:15z,5:15
CYYZ,15:00z,CYVR,20:15z,5:15
CYVR,18:20z,CYYZ,22:55z,4:35
